Name,NameC,Category,CategoryIndex,Cmd,ObjectCode,DataType,Access,LowerLimit,UpperLimit,DefaultValue,Unit,VariableName,NonVolatile,DriveStatus,Effective,Public,Transform,402Index,402SubIndex,402ObjectCode,402DataType,402LowerLimit,402UpperLimit,402DefaultValue,402Unit,Description,InternalNotes,PDOMapping,ModbusStartAddress,ModbusLength,正确性,备注,ParamsType
Hall Status Detect Enable,霍尔传感器状态检测开关,Service,27,,Val,UNS8,RW,0,1,1,-,hall_status_detect_enable,Y,Disabled,立即,N,1,0x35D1,0x00,Val,UNS8,-,-,-,,,,,927,1,疑问,目前没有启动，读到的一直是0，不可写,
Voltage Range Detect Enable,电压范围检测开关,Service,28,,Val,UNS8,RW,0,1,1,-,voltage_range_detect_enable,Y,Disabled,立即,N,1,0x35D2,0x00,Val,UNS8,-,-,-,,,,,928,1,疑问,目前没有启动，读到的一直是0，不可写,
Bus Under Voltage Threshold,母线欠压阈值,Service,29,,Val,REAL32,RW,drive_param_,drive_param_,1,V,bus_under_voltage_threshold,Y,Disabled,立即,Y,1000,0x3527,0x00,Val,UNS32,#VALUE!,#VALUE!,1000,mV,驱动器母线电压低于此阈值报母线欠压错误,https://hs9e67ygio.feishu.cn/wiki/wikcnkcbduyeSbFPOCbT5zd1eCb#doxcnuu6QSwEeAesYIz6Z0Mfc0f,,62,2,疑问,无法计算402Upplimit和402Lowlimit,设备保护参数
Bus Over Voltage Threshold,母线过压阈值,Service,30,,Val,REAL32,RW,drive_param_.drive_bus_voltage_lower_limit,drive_param_.drive_bus_voltage_upper_limit,2,V,bus_over_voltage_threshold,Y,Enabled|Disabled,立即,Y,1000,0x3526,0x00,Val,UNS32,#VALUE!,#VALUE!,2000,mV,驱动器母线电压超过此阈值报母线过压错误,https://hs9e67ygio.feishu.cn/wiki/wikcnkcbduyeSbFPOCbT5zd1eCb#doxcnuu6QSwEeAesYIz6Z0Mfc0f,,60,2,疑问,无法计算402Upplimit和402Lowlimit,设备保护参数
STO Enable,STO功能开关,Service,31,,Val,UNS8,RW,0,1,1,-,sto_enable,Y,Enabled|Disabled,立即,N,1,0x3539,0x00,Val,UNS8,-,-,-,-,,,,81,1,疑问,目前实际STO没有开关设置,
Positive Limit Switch Alert Enable,正极限开关检测开关,Service,32,,Val,UNS8,RW,0,1,0,-,positive_limit_switch_alert_enable,Y,Enabled|Disabled,立即,Y,1,0x3544,0x00,Val,UNS8,0,1,0,-,"此开关用于硬件限位功能（增量式编码器回零后生效）。
0：关闭
1：打开",http://wiki.dige.com/pages/viewpage.action?pageId=19269207,,100,1,,,位置保护参数
Negative Limit Switch Alert Enable,负极限开关检测开关,Service,33,,Val,UNS8,RW,0,1,0,-,negative_limit_switch_alert_enable,Y,Enabled|Disabled,立即,Y,1,0x3545,0x00,Val,UNS8,0,1,0,-,"此开关用于硬件限位功能（增量式编码器回零后生效）。
0：关闭
1：打开",http://wiki.dige.com/pages/viewpage.action?pageId=19269207,,101,1,,,位置保护参数
Drive Overload Detect Enable,驱动器过载检测开关,Service,34,,Val,UNS8,RW,0,1,0,,drive_overload_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35D3,0x00,Val,UNS8,-,-,-,,,,,929,1,疑问,目前没有启动，读到的一直是0，不可写,
Drive Overload Current,驱动器过载电流,Service,35,DIOL,Val,REAL32,RW,drive_param_.drive_cont_current,drive_param_.drive_peak_current,10,A,drive_overload_current,Y,Enabled|Disabled,立即,Y,1,0x35B8,0x01,Struct,UNS32,#VALUE!,#VALUE!,10,mA,即驱动器额定电流。,http://wiki.dige.com/pages/viewpage.action?pageId=17137784,,823,2,错误,此字典实际不可写，无法计算402Upplimit和402Lowlimit,电流保护参数
Drive Overload Current Duration,驱动器过载电流持续时间,Service,36,,Val,UNS32,RW,0,4294967295,2000,ms,drive_overload_current_duration,Y,Enabled|Disabled,立即,Y,1,0x35B8,0x04,Struct,UNS32,0,4294967295,2000,ms,驱动器累计热量最大值 Qmax =  驱动器额定电流^2 * 驱动器过载电流持续时间，驱动器累计热量达到最大值时，报驱动器过载保护,http://wiki.dige.com/pages/viewpage.action?pageId=17137784,,829,2,,,电流保护参数
Drive Peak Current Detect Enable,驱动器峰值电流检测开关,Service,37,,Val,UNS8,RW,0,1,1,,drive_peak_current_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35D4,0x00,Val,UNS8,-,-,-,,,,,930,1,疑问,目前没有启动，读到的一直是0，不可写,
Drive Peak Current Duration,驱动器峰值电流持续时间,Service,38,,Val,UNS32,RW,0,4294967295,200,ms,drive_peak_current_duration,Y,Disabled,重启,Y,1,0x35B8,0x03,Struct,UNS32,0,4294967295,200,ms,当前电流 ≥ 驱动器峰值电流 且 持续时间 ≥ 驱动器峰值电流持续时间时，报驱动器峰值电流过载保护,https://hs9e67ygio.feishu.cn/wiki/wikcnZ2JYA2xB8EBAXHphXM7Ejg?from=from_copylink,,827,2,错误,此字典实际不可写,电流保护参数
Motor Overload Detect Enable,电机过载检测开关,Service,39,,Val,UNS8,RW,0,1,1,,motor_overload_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35D5,0x00,Val,UNS8,-,-,-,,,,,931,1,疑问,目前没有启动，读到的一直是0，不可写,
Motor Overload Current,电机过载电流,Service,40,MIOL,Val,REAL32,RW,motor_param_.motor_cont_current,motor_param_.motor_peak_current,10,A,motor_overload_current,Y,Enabled|Disabled,立即,Y,1,0x35D6,0x00,Val,UNS32,#VALUE!,#VALUE!,10,,即电机额定电流。电机额定电流不受驱动器额定电流、驱动器峰值电流限制。,https://hs9e67ygio.feishu.cn/wiki/wikcnZ2JYA2xB8EBAXHphXM7Ejg#doxcnKAU4Uay4EiwEykx4t7zwSX,,933,2,疑问,无法计算402Upplimit和402Lowlimit,电流保护参数
Motor Overload Current Duration,电机过载电流持续时间,Service,41,,Val,UNS32,RW,0,4294967295,2000,ms,motor_overload_current_duration,Y,Enabled|Disabled,立即,Y,1,0x3524,0x00,Val,UNS32,0,4294967295,2000,,用于计算电机热量累计值。电机热量累计最大值 Qmax =  电机额定电流^2 * 电机过载电流持续时间，电机累计热量达到最大值时，报电机过载保护。,https://hs9e67ygio.feishu.cn/wiki/wikcnZ2JYA2xB8EBAXHphXM7Ejg#doxcng8gUuc2ekEcsistoTLDhgg,,56,2,,,电流保护参数
Motor Peak Current Detect Enable,电机峰值电流检测开关,Service,42,,Val,UNS8,RW,0,1,1,,motor_peak_current_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35D7,0x00,Val,UNS8,-,-,-,,,,,934,1,疑问,目前没有启动，读到的一直是0，不可写,
Motor Peak Current Duration,电机峰值电流持续时间,Service,43,,Val,UNS32,RW,0,4294967295,200,ms,motor_peak_current_duration,Y,Enabled|Disabled,立即,Y,1,0x35D8,0x00,Val,UNS32,0,4294967295,200,,用于判断电机峰值电流过载。当前电流 ≥ 电机峰值电流 且 持续时间 ≥ 电机峰值电流持续时间时，报电机峰值电流过载保护。,https://hs9e67ygio.feishu.cn/wiki/wikcnZ2JYA2xB8EBAXHphXM7Ejg#doxcnKGCMeA2kkEkYMlIxo6stjh,,936,2,,,电流保护参数
Overspeed Detect Enable,过速检测开关,Service,44,,Val,UNS8,RW,0,1,0,-,overspeed_detect_enable,Y,Enabled|Disabled,立即,Y,1,0x3536,0x00,Val,UNS8,0,1,0,,0：关闭，1：开启,https://hs9e67ygio.feishu.cn/wiki/wikcnbs9ia41jC5mgEzzcKiyBxh?from=from_copylink,,77,1,,,速度保护参数
Overspeed Threshold,过速阈值,Service,45,VOL,Val,REAL32,RW,0,3.40282347e+38,163840,p/s,overspeed_threshold,Y,Enabled|Disabled,立即,Y,1,0x35D9,0x00,Val,UNS32,0,4294967295,163840,,过速阈值为应用限制速度的1.2倍。过速检测开关有效时，电机负载端速度超过过速保护阈值时，报电机过速故障。,https://hs9e67ygio.feishu.cn/wiki/wikcnbs9ia41jC5mgEzzcKiyBxh?from=from_copylink,,938,2,,,速度保护参数
Overspeed Threshold RPM,过速阈值(RPM),Service,46,VOL,Val,UNS32,RW,0,4294967295,2400,rpm,overspeed_threshold_rpm,Y,Enabled|Disabled,立即,N,1,,,,,-,-,-,,,,,,,,,
Motor Stuck Detect Enable,电机堵转保护开关,Service,47,,Val,UNS8,RW,0,1,1,,motor_stuck_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35DA,0x00,Val,UNS8,-,-,-,,,,,939,1,疑问,目前没有启动，读到的一直是0，不可写,
Motor Stuck Threshold Time,电机堵转检测阈值时间,Service,48,,Val,UNS32,RW,0,4294967295,3000,ms,motor_stuck_threshold_time,Y,Enabled|Disabled,立即,Y,1,0x3525,0x00,Val,UNS32,0,4294967295,3000,,电机堵转判断的条件之一：电机堵转时间 ≥ 电机堵转检测阈值时间,https://hs9e67ygio.feishu.cn/wiki/wikcnCm9DqsB3och8pfJbglAsae#doxcnqYiuMckwOaaYwAq9yAbejb,,58,2,,,设备保护参数
Position Following Error Detect Enable,位置跟随误差检测开关,Service,49,,Val,UNS8,RW,0,1,1,,position_following_error_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35DB,0x00,Val,UNS8,-,-,-,,,,,940,1,疑问,目前没有启动，读到的一直是0，不可写,
Position Following Error Threshold,位置跟随误差阈值,Service,50,,Val,UNS32,RW,1,4294967295,10000,p,position_following_error_threshold,Y,Enabled|Disabled,立即,Y,1,0x6065,0x00,Val,UNS32,1,4294967295,10000,UU,当前位置误差大于位置跟随误差阈值且持续位置跟随误差阈值时间时，报跟随误差过大故障。,https://hs9e67ygio.feishu.cn/wiki/wikcnnyEHct2IzFAPR4kNGxeLTc?from=from_copylink,,61459,2,,,位置保护参数
Position Following Error Threshold Time,位置跟随误差阈值时间,Service,51,,Val,UNS16,RW,0,65535,20,ms,position_following_error_threshold_time,Y,Enabled|Disabled,立即,Y,1,0x6066,0x00,Val,UNS16,0,65535,20,ms,当前位置误差超过位置跟随误差阈值时开始计时。,https://hs9e67ygio.feishu.cn/wiki/wikcnnyEHct2IzFAPR4kNGxeLTc?from=from_copylink,,61460,1,,,位置保护参数
Force Range Detect Enable,力控范围检测开关,Service,52,,Val,UNS8,RW,0,1,1,,force_range_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35DC,,,UNS8,-,-,-,,,,,941,1,疑问,目前没有启动，读到的一直是0，不可写,
Under Force Threshold,力控阈值最小值,Service,53,,Val,INTEGER32,RW,-2147483648,2147483647,-2147483647,-,under_force_threshold,Y,Enabled|Disabled,立即,Y,1,0x35B6,0x02,Val,INTEGER32,-2147483648,2147483647,-2147483647,-,,,,811,2,疑问,402ObjectCode不是struct?,
Over Force Threshold,力控阈值最大值,Service,54,,Val,INTEGER32,RW,-2147483648,2147483647,2147483647,-,over_force_threshold,Y,Enabled|Disabled,立即,Y,1,0x35B6,0x01,Val,INTEGER32,-2147483648,2147483647,2147483647,-,,,,813,2,疑问,402ObjectCode不是Struct？,
Drive Temperature Detect Enable,驱动器温度检测开关,Service,55,,Val,UNS8,RW,0,1,1,,drive_temp_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35DD,,,UNS8,-,-,-,,,,,942,1,疑问,目前没有启动，读到的一直是0，不可写,
Drive Low Temperature Fault Threshold,驱动器低温报错阈值,Service,56,,Val,INTEGER32,RW,-2147483648,2147483647,-20,℃,drive_low_temp_fault_threshold,Y,Enabled|Disabled,立即,Y,1,0x353B,0x00,Val,INTEGER32,-2147483648,2147483647,-20,℃,驱动器温度小于此阈值且持续驱动器温度保护时间阈值时，报驱动器温度过低故障,https://hs9e67ygio.feishu.cn/wiki/wikcndCGpI1T3gCIMtkYOefVTGd#doxcngCscGuEqQgCgnNrW8SQToV,,85,2,,,设备保护参数
Drive High Temperature Warning Threshold,驱动器高温警告阈值,Service,57,,Val,INTEGER32,RW,-2147483648,2147483647,70,℃,drive_high_temp_warning_threshold,Y,Enabled|Disabled,立即,Y,1,0x353D,0x00,Val,INTEGER32,-2147483648,2147483647,70,℃,驱动器温度高于此阈值且持续驱动器温度保护时间阈值时间时，报驱动器温度过高警告,https://hs9e67ygio.feishu.cn/wiki/wikcndCGpI1T3gCIMtkYOefVTGd#doxcnSW0OiYsQY64ieM27DS8I3d,,89,2,,,设备保护参数
Drive High Temperature Fault Threshold,驱动器高温报错阈值,Service,58,,Val,INTEGER32,RW,-2147483648,100,85,℃,drive_high_temp_fault_threshold,Y,Enabled|Disabled,立即,Y,1,0x353A,0x00,Val,INTEGER32,-2147483648,100,85,℃,驱动器温度高于此阈值且持续驱动器温度保护阈值时间时，报驱动器温度过高故障,https://hs9e67ygio.feishu.cn/wiki/wikcndCGpI1T3gCIMtkYOefVTGd#doxcnMCeacaSsmYws2ztBBEMChd,,83,2,,,设备保护参数
Drive Temperature Threshold Time,驱动器温度保护阈值时间,Service,59,,Val,UNS32,RW,0,4294967295,2000,ms,drive_temp_threshold_time,Y,Enabled|Disabled,立即,Y,1,0x3587,0x00,Val,UNS32,0,4294967295,2000,ms,驱动器温度超出保护阈值范围时开始计时，驱动器温度在保护阈值范围内时清零或故障清除后清零。,https://hs9e67ygio.feishu.cn/wiki/wikcndCGpI1T3gCIMtkYOefVTGd#doxcncME62MkSycg8YpZUVkOsDc,,522,2,,,设备保护参数
Motor Temperature Detect Enable,电机温度检测开关,Service,60,,Val,UNS8,RW,0,1,1,,motor_temp_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35DE,0x00,Val,UNS8,-,-,-,,,,,943,1,疑问,目前没有启动，读到的一直是0，不可写,
Motor Low Temperature Fault Threshold,电机低温报错阈值,Service,61,,Val,INTEGER32,RW,-2147483648,2147483647,-20,℃,motor_low_temp_fault_threshold,Y,Enabled|Disabled,立即,Y,1,0x35DF,0x00,Val,INTEGER32,-2147483648,2147483647,-20,,,,,945,2,,,
Motor High Temperature Warning Threshold,电机高温警告阈值,Service,62,,Val,INTEGER32,RW,-2147483648,2147483647,75,℃,motor_high_temp_warning_threshold,Y,Enabled|Disabled,立即,Y,1,0x35E0,0x00,Val,INTEGER32,-2147483648,2147483647,75,,,,,947,2,,,
Motor High Temperature Fault Threshold,电机高温报错阈值,Service,63,,Val,INTEGER32,RW,-2147483648,2147483647,90,℃,motor_high_temp_fault_threshold,Y,Enabled|Disabled,立即,Y,1,0x353C,0x00,Val,INTEGER32,-2147483648,2147483647,90,℃,,,,87,2,,,
Motor Temperature Threshold Time,电机温度保护阈值时间,Service,64,,Val,UNS32,RW,0,4294967295,2000,ms,motor_temp_threshold_time,Y,Enabled|Disabled,立即,Y,1,0x35E1,0x00,Val,UNS32,0,4294967295,2000,,,,,949,2,,,
Position Target Reached Detect Enable,位置到达检测开关,Service,65,,Val,UNS8,RW,0,1,1,,position_target_reached_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35E2,0x00,Val,UNS8,-,-,-,,,,,950,1,疑问,目前没有启动，读到的一直是0，不可写,
Position Target Reached Window,位置到达检测窗口,Service,66,,Val,UNS32,RW,0,4294967295,100,p,position_target_reached_window,Y,Enabled|Disabled,立即,Y,1,0x6067,0x00,Val,UNS32,0,4294967295,100,UU,|当前位置 - 目标位置| ≤ 位置到达检测窗口 且 持续时间  ≧ 位置到达检测窗口时间时，则认为位置到达。,https://hs9e67ygio.feishu.cn/wiki/wikcnrGJB0ZlaxQrw3umPjkbFgc?from=from_copylink,,61462,2,,,位置保护参数
Position Target Reached Window Time,位置到达检测窗口时间,Service,67,,Val,UNS16,RW,0,65535,20,ms,position_target_reached_window_time,Y,Enabled|Disabled,立即,Y,1,0x6068,0x00,Val,UNS16,0,65535,20,ms,|当前位置-目标位置| ≤ 位置到达窗口阈值时开始计时，|当前位置-目标位置| > 位置到达窗口阈值时清零。,https://hs9e67ygio.feishu.cn/wiki/wikcnrGJB0ZlaxQrw3umPjkbFgc?from=from_copylink,,61463,1,,,位置保护参数
Velocity Target Reached Detect Enable,速度到达检测开关,Service,68,,Val,UNS8,RW,0,1,1,,velocity_target_reached_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35E3,0x00,Val,UNS8,-,-,-,,,,,951,1,疑问,目前没有启动，读到的一直是0，不可写,
Velocity Target Reached Window,速度到达检测窗口,Service,69,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,6826.6,p/s,velocity_target_reached_window,Y,Enabled|Disabled,立即,Y,1,0x606D,0x00,Val,UNS16,0,65535,6827,UU,|当前速度 - 目标速度|  ≤ 速度到达检测窗口且持续时间 ≧ 速度到达检测窗口时间时，则认为速度到达。,https://hs9e67ygio.feishu.cn/wiki/wikcnUCwgaeJqTGwmfr6JYBE4bd?from=from_copylink,,61471,1,,,速度保护参数
Velocity Target Reached Window RPM,速度到达检测窗口(RPM),Service,70,,Val,UNS16,RW,0,65535,100,rpm,velocity_target_reached_window_rpm,Y,Enabled|Disabled,立即,N,1,,,,,-,-,-,,,,,,,,,
Velocity Target Reached Window Time,速度到达检测窗口时间,Service,71,,Val,UNS16,RW,0,65535,20,ms,velocity_target_reached_window_time,Y,Enabled|Disabled,立即,Y,1,0x606E,0x00,Val,UNS16,0,65535,20,ms,|当前速度 - 目标速度| ≤ 速度到达检测窗口时开始计时，|当前速度 - 目标速度|>速度到达检测窗口时清零。,https://hs9e67ygio.feishu.cn/wiki/wikcnUCwgaeJqTGwmfr6JYBE4bd?from=from_copylink,,61472,1,,,速度保护参数
Velocity Zero Detect Enable,零速检测开关,Service,72,,Val,UNS8,RW,0,1,1,,velocity_zero_detect_enable,Y,Enabled|Disabled,立即,N,1,0x35E4,0x00,Val,UNS8,-,-,-,,,,,952,1,疑问,目前没有启动，读到的一直是0，不可写,
Velocity Zero Window,零速检测窗口,Service,73,,Val,REAL32,RW,3.40282347e+38,3.40282347e+38,6826.6,p/s,velocity_zero_window,Y,Enabled|Disabled,立即,Y,1,0x606F,0x00,Val,UNS16,340282347000000000000000000000000000000,65535,6827,UU,|当前速度| ≤  零速检测窗口 且持续时间  ≧  灵素检测窗口时间时，则认为零速到达。,https://hs9e67ygio.feishu.cn/wiki/wikcndjUgYEMKGvDjEctFpPaavh?from=from_copylink,,61473,1,,,速度保护参数
Velocity Zero Window RPM,零速检测窗口(RPM),Service,74,,Val,REAL32,RW,3.40282347e+38,3.40282347e+38,100,rpm,velocity_zero_window_rpm,Y,Enabled|Disabled,立即,Y,1,0x606F,0x00,Val,UNS16,340282347000000000000000000000000000000,65535,100,UU,,,,,,,,速度保护参数
Velocity Zero Window Time,零速检测窗口时间,Service,75,,Val,UNS16,RW,0,65535,20,ms,velocity_zero_window_time,Y,Enabled|Disabled,立即,Y,1,0x6070,0x00,Val,UNS16,0,65535,20,ms,|当前速度| ≤ 零速检测窗口时开始计时，|当前速度| > 零速检测窗口时清零。,https://hs9e67ygio.feishu.cn/wiki/wikcndjUgYEMKGvDjEctFpPaavh?from=from_copylink,,61474,1,,,速度保护参数
Digital IO Input Filter Time,数字IO输入滤波时间,Service,76,,Array,UNS8,RW,0,255,0,ms,digital_io_input_filter_time[32],Y,Enabled|Disabled,立即,Y,1,0x359D,,Array,UNS8,0,255,0,ms,一般建议设置IO滤波时间，防止误触发。,https://hs9e67ygio.feishu.cn/wiki/wikcnKA1WlXyOhcr1CY74mVsamf?from=from_copylink,,631,1,,,GPI输入参数
Digital IO Input Rising Edge Function,数字IO输入上升沿触发事件表,Service,77,,Array,UNS8,RW,0,41,0,-,digital_io_input_rising_edge_func[32],Y,Enabled|Disabled,立即,Y,1,0x359B,,Array,UNS8,0,41,0,,"0：忽略输入
1：使能电机
2：失能电机
3：清除错误
4：暂停指令
5：急停
6：切换工作模式
10：回零开始
15：切换位置模式
16：切换速度模式
17：切换力矩模式
18：切换模拟量控速度模式
19：切换模拟量控力矩模式
20：切换脉冲控位置模式
21：切换力控模式
22：切换多段运行模式
23：正极限开关信号
24：回零开关信号
25：负极限开关信号
26：切换回零模式
27：多段运行模式段触发指令
28：多段运行模式段选bit0置1
29：多段运行模式段选bit0置0
30：多段运行模式段选bit1置1
31：多段运行模式段选bit1置0
32：多段运行模式段选bit2置1
33：多段运行模式段选bit2置0
34：多段运行模式段选bit3置1
35：多段运行模式段选bit3置0
36：取消暂停
37：清除所有警告
38：探针1
39：探针2",https://hs9e67ygio.feishu.cn/wiki/wikcnKA1WlXyOhcr1CY74mVsamf?from=from_copylink,,565,1,,,GPI输入参数
Digital IO Input Falling Edge Function,数字IO输入下降沿触发事件表,Service,78,,Array,UNS8,RW,0,41,0,-,digital_io_input_falling_edge_func[32],Y,Enabled|Disabled,立即,Y,1,0x359C,,Array,UNS8,0,41,0,,"0：忽略输入
1：使能电机
2：失能电机
3：清除错误
4：暂停指令
5：急停
6：切换工作模式
10：回零开始
15：切换位置模式
16：切换速度模式
17：切换力矩模式
18：切换模拟量控速度模式
19：切换模拟量控力矩模式
20：切换脉冲控位置模式
21：切换力控模式
22：切换多段运行模式
23：正极限开关信号
24：回零开关信号
25：负极限开关信号
26：切换回零模式
27：多段运行模式段触发指令
28：多段运行模式段选bit0置1
29：多段运行模式段选bit0置0
30：多段运行模式段选bit1置1
31：多段运行模式段选bit1置0
32：多段运行模式段选bit2置1
33：多段运行模式段选bit2置0
34：多段运行模式段选bit3置1
35：多段运行模式段选bit3置0
36：取消暂停
37：清除所有警告
38：探针1
39：探针2",https://hs9e67ygio.feishu.cn/wiki/wikcnKA1WlXyOhcr1CY74mVsamf?from=from_copylink,,598,1,,,GPI输入参数
Digital IO Output Function,数字IO输出监视事件,Service,79,,Array,UNS8,RW,39,0,0,-,digital_io_output_function[32],Y,Enabled|Disabled,立即,Y,1,0x359E,,Array,UNS8,39,0,0,-,"0：通用输出
1：目标到达
2：伺服准备好
3：位置到达
4：零速到达
5：速度到达
6：回零成功
7：驱动器错误
8：抱闸输出
9：警告输出
27：多段运行模式运行状态
28：Z相脉冲信号",https://hs9e67ygio.feishu.cn/wiki/wikcnbl80zy6stpRKaJyVXRXVSe?from=from_copylink,,664,1,,,GPO输出参数
Digital IO Output Polarity,数字IO输出极性（上升下降沿）,Service,80,,Array,UNS8,RW,1,1,1,-,digital_io_output_polarity[32],Y,Enabled|Disabled,立即,Y,1,0x359F,,Array,UNS8,1,1,1,-,0：低电平，1：高电平,https://hs9e67ygio.feishu.cn/wiki/wikcnbl80zy6stpRKaJyVXRXVSe?from=from_copylink,,697,1,,,GPO输出参数
Digital IO Output Mask,数字IO输出掩码开关,Service,81,,Val,UNS32,RW,0,4294967295,0,-,digital_io_output_mask,Y,Enabled|Disabled,立即,Y,1,0x60FE,0x02,Struct,UNS32,0,4294967295,0,-,"bit16控制output1；
bit17控制output2；
bit18控制output3；
bit19控制output4.
当IO 输出功能设置为通用输出，用户可以通过该字典子索引1的位来控制某个IO的状态，且受子索引2掩码控制子索引1对应的IO的状态是否生效。",https://hs9e67ygio.feishu.cn/wiki/wikcnbl80zy6stpRKaJyVXRXVSe?from=from_copylink,,61657,2,,,GPO输出参数
